time,scalar_input_0,vector_input_0,vector_input_1,vector_input_2,vector_input_3,vector_input_discrete_0,vector_input_discrete_1,vector_input_discrete_2,vector_input_discrete_3,vector_input_discrete_4
30,0.38281483261089055,0.062140603108269965,0.31083609580997085,0.6003065938432909,0.7293665332509346,0.7393316537093939,0.008356470222997348,0.20274331803869117,0.700071037871277,0.8707047928037647
31,0.8590523509463841,0.286900342116188,0.3354950523687903,0.4279104101928459,0.829473324459952,0.36464611597380303,0.32310851266534835,0.24510375624014402,0.1678722828335859,0.03617621553249062
32,0.3843300969054063,0.4454874197839529,0.2689560664799011,0.17381820991698704,0.34957498531759856,0.45518336636600787,0.6289209365936141,0.5708186328241289,0.957720332743288,0.10860191450806567
33,0.31371099337756236,0.7972696684506372,0.441523160081728,0.5862002255017156,0.2339388436190718,0.19273436701098112,0.2548967751946747,0.14626624944440936,0.645866575641084,0.12886264447433404
34,0.8376571831041677,0.3659430409589446,0.8367179152644062,0.3560056652931063,0.7210382251602917,0.035921378111198,0.05569567138412457,0.7559534706292445,0.42340486382215325,0.3183763152428378
35,0.2571059373602439,0.14619830328605832,0.12205190035220925,0.6113638350092203,0.8574043205016014,0.05443068050616484,0.7687634275420894,0.8796549686180395,0.5730766818998139,0.2634620968116316
36,0.22728448171836457,0.014620369209531803,0.6693515587664899,0.30471463209935346,0.7215612183102845,0.025139048162755695,0.8293039655037214,0.34419971395249305,0.5917995429685295,0.06240232984997773
37,0.037584833520943994,0.7082301647779722,0.7711995845507225,0.5357610131346089,0.2804764044808553,0.7991055709470275,0.41948716725815993,0.34600683274045174,0.4666493988638798,0.8690550290136355
38,0.7173245273281558,0.13747208102474684,0.6762365555241111,0.5850014415400325,0.44583786418882076,0.931699557384511,0.8665860449978009,0.6909687318053538,0.2991992894421167,0.6747840013475267
39,0.269004227207,0.5574235786629261,0.23689766132606527,0.7035500693201102,0.6995667305651944,0.0757081236666215,0.047431207424616706,0.6914408482777198,0.29674533728967634,0.4886299511181873
40,0.8005988793294526,0.1529522755031485,0.5563823588287029,0.2839603306233758,0.24441733764893125,0.5352624400321365,0.9342024268457949,0.8577568854702821,0.08835819194195094,0.26888291549681476
41,0.8893908329744,0.5987984946076037,0.10984256819451899,0.4494915369766883,0.5240767231648633,0.954654955313185,0.7575614662779323,0.6582359812462566,0.4817090668567652,0.6294262275742948
42,0.8240328677031555,0.509659010790006,0.19014207758884383,0.34123235858568757,0.8044144551851863,0.7278771216862472,0.9351334799144126,0.9807991723477527,0.5085633958721687,0.4300767747257943
43,0.748174588710811,0.7246428124486894,0.8966986103428994,0.4620732436914985,0.046405177086677796,0.03233956215323963,0.3879238855405056,0.4959687890424763,0.8722773261262938,0.05950292173287519
44,0.9410796784927109,0.9629683706169117,0.4473241248670041,0.783089939193437,0.1605324226964343,0.050080483074108395,0.8647460837578534,0.7010107356508418,0.5046198423558148,0.1245523833846719
45,0.5053664886511238,0.010082084818703096,0.9773667106689067,0.6348349077609817,0.14397491316048505,0.7104414980711012,0.36849906440635105,0.6184207597499269,0.4740511512366674,0.41715200551751186
46,0.994087502533713,0.17744586635370907,0.245646967087093,0.3240751229752008,0.9202054676356591,0.3602030593909322,0.2834030951585371,0.9716705791293905,0.9195813193592357,0.6084257687983878
47,0.012618515091958549,0.8384815065369607,0.31115710230988436,0.6708198124328218,0.7899138694381032,0.546092320212897,0.7348011744654414,0.5025358964946098,0.8763906154501188,0.9704107915542314
48,0.509182905448059,0.874817166716477,0.9446475694016025,0.9770624036694863,0.23424846442681524,0.8042404677572823,0.9136238493386504,0.19469299579598087,0.5361909679675605,0.5851904920951739
49,0.9622817586891695,0.6175628605978561,0.9540175635160758,0.46706209148942157,0.9600257477726422,0.9907321795123529,0.7853411426829953,0.6321848233847228,0.5408348710611321,0.045631521447714984
50,0.8146133173231459,0.9428069862828622,0.6824042650798697,0.6807135821119119,0.40213418819453295,0.9538138486411297,0.3724805777989024,0.5895643144600433,0.7171273738372678,0.31160610087021545
51,0.10014141259753795,0.5556111481448132,0.6948689968424067,0.4359617408346613,0.6172358096664785,0.7565547314406917,0.9007390752506365,0.11266432063780962,0.7159294029080769,0.3720624915173273
52,0.37571108136470444,0.2462628981417585,0.10703272287747445,0.49942066163108934,0.5569051525006066,0.5385895700588862,0.42912785476672666,0.7514865951193688,0.028442470274469334,0.9001899715970955
53,0.21207018043675863,0.7357688602122818,0.3527918158915321,0.6195922804712429,0.6116145109929062,0.7935445644232697,0.39390326726183067,0.9478418977861915,0.04346668687695343,0.47273801719947217
54,0.6668023878630552,0.6703387712796814,0.7099087485877265,0.8180572514798576,0.7428588657627658,0.2513265082194577,0.07410777908860433,0.0897640404954807,0.10664561274720474,0.15780572042488172
55,0.6399351444700478,0.885821170493724,0.5702385951580302,0.9578222550727891,0.24613189830084525,0.42497083751692877,0.6048518080130539,0.9919027549530285,0.26792264316889314,0.2432096311085099
56,0.8814909130817807,0.4047973057665112,0.9777575422625934,0.22084093379779124,0.7660242808474641,0.68550255383635,0.26189832212978026,0.5040041234563382,0.007565403613037813,0.433257768183111
57,0.29566810271157973,0.4379538990324007,0.11999423716613433,0.18194216891971282,0.6559446368874388,0.6897982128325632,0.33115087950334976,0.675313203881822,0.9186374804810719,0.7294741452815289
58,0.271961488579592,0.16607750193899273,0.02417942563752684,0.2610475594373962,0.9446668748357113,0.7191460056441,0.889819043107517,0.3063382671299477,0.006770311637248838,0.4078144050003685
59,0.7039876311830452,0.2999542865059148,0.8166229298956242,0.13916584270125643,0.5719999157305993,0.7987659328710811,0.9642600457267566,0.8707632940326714,0.543563890912652,0.005800718218656353
60,0.9641428478167269,0.8977148078818,0.6634661533828311,0.20024806207347345,0.005575614101835713,0.03243608724922287,0.3548263817385404,0.5816287267973632,0.6108214125128428,0.4853867599261562
61,0.833780770130207,0.6476097144120118,0.3701284244730081,0.9947271280065549,0.8380970776452552,0.4235176442530695,0.6589330207555004,0.8866481292105308,0.5918606969887259,0.2539427084214734
62,0.10070111889357136,0.0060704951418961706,0.4295001831104872,0.44622433979057075,0.9392061083727142,0.3891005409196704,0.3499341809469776,0.7632340842510813,0.3372358624098478,0.5778442867039372
63,0.943100736739222,0.11062071279705377,0.048373632197811545,0.2870266671195528,0.538165045868107,0.35400725542284206,0.6358398761394056,0.3638740558089021,0.7439629901205336,0.9585798412554815
64,0.014475606877729974,0.7426869268964716,0.13909032805135002,0.2918474923916704,0.5621488616035462,0.7273484748854141,0.7258698001730746,0.16017450916987352,0.9137152983383887,0.8773670839908814
65,0.39160080479128,0.6083777467149373,0.128918897055042,0.41467564502874144,0.007439411670102092,0.6341245639943582,0.40672411959804977,0.6696916674554428,0.3433480503489139,0.361218576165117
66,0.8177453815047212,0.0252238542452069,0.4265597798403372,0.5360713125560761,0.03496751960015443,0.7272302283779472,0.2579758422300993,0.48720901204093814,0.25553584814784014,0.9725010569131384
67,0.18223750525280002,0.4706754202287864,0.060014590355914055,0.9180240108757631,0.7636464518724347,0.8156258625994577,0.6574321984421467,0.11549425108724853,0.2764076515039121,0.5361229707812397
68,0.9109018295565957,0.1693600612657844,0.38179745925683795,0.7488231002864506,0.7193342150391732,0.17784436491281452,0.5394377264285932,0.20878030941687198,0.47515482022243527,0.3894366982318299
69,0.8264999553387691,0.9789446412765894,0.974730128646307,0.5425296016857266,0.9190947867244332,0.310153656147504,0.863022568123678,0.5486730264466311,0.5337586935226988,0.7808021039632914
70,0.6214922618578304,0.06114375444592146,0.9296369029890635,0.5126300883907696,0.6108797714255435,0.04705182991389345,0.6480346813186665,0.008700677325971462,0.5056828461164402,0.4644456621775036
71,0.20913815234593236,0.17461523487411224,0.29379846970936596,0.6412980540148187,0.9769887085962002,0.876365823704711,0.3028270129543241,0.23029969704865805,0.142315153097748,0.7635077618929261
72,0.03381573691341411,0.25073306284770913,0.710042605277227,0.1427515594287665,0.06567964919329428,0.5585892030150288,0.7092020001295191,0.5014667729147247,0.9580464556559019,0.6184594086197488
73,0.5107070335461412,0.5205564390485806,0.7197869318855223,0.19683162387572806,0.4483380123119617,0.6238578695850506,0.7483855009731647,0.6100720972279067,0.9844490024676906,0.4792054833025665
74,0.10564906592764012,0.38846605084168595,0.14386377598037003,0.8231542545745051,0.30375133312166,0.04031395529532,0.1674305274410104,0.24941249725844072,0.7190907869724878,0.3721293363848498
75,0.9178637559732356,0.5841788018364721,0.6796875371737436,0.950758421182145,0.9531615630085905,0.6875558390280997,0.9834736463102044,0.6002139240983064,0.607865316119753,0.9483173670579143
76,0.3436410838473999,0.061714180762802884,0.27158985794152113,0.11775198001674003,0.811199755377036,0.2786388732304875,0.11850970288730556,0.8157599671479725,0.22040306383475605,0.41791499793494424
77,0.17145966688141157,0.3312257074130106,0.7149231156483074,0.4460720073034473,0.03315453526993806,0.6314534653221482,0.18874594186062954,0.2161655218082068,0.12965618849430272,0.8916146087327327
78,0.6843546439530792,0.3525717466187881,0.2887887251037793,0.4933959792206034,0.3521756942164538,0.2705779398930388,0.5141616275601394,0.3756557839237782,0.30161817180789796,0.5522760812468598
79,0.8889536002420809,0.37281280252715043,0.5593070902708448,0.08994492652939534,0.5832375175927554,0.9083423865523577,0.5217230907869572,0.022689388087860696,0.17449162155997766,0.52633493412997
80,0.3267605721649578,0.5901981073572213,0.8841421131366282,0.5414248577272714,0.2010372609617327,0.6673365966559904,0.1062604455798436,0.5461265261545082,0.42844834321672365,0.715538718226378
81,0.3995986649245882,0.43719474614069365,0.4591847412719299,0.9443215537263377,0.5892529997754706,0.8546193658758243,0.018180552835987518,0.13049703939122648,0.28890406828185966,0.06739593031828561
82,0.8830336728078513,0.7835248143758183,0.6848106585797585,0.7368421054736719,0.11138090979571813,0.7449014383211899,0.5054689405900215,0.5077743671968126,0.3962343882064592,0.15841581873306043
83,0.48154265495210835,0.9581467571623625,0.11850874055158223,0.4724480959530115,0.2379398819007782,0.8897404269079787,0.3562482779531527,0.1700832240459661,0.9698206759630988,0.1547672615004455
84,0.09276804685035911,0.08453550265601895,0.5436721318324025,0.26961015268180866,0.009272882648932557,0.9523301652110333,0.23316099966185366,0.7341567657866419,0.5324383182716985,0.8245529092139379
85,0.9159140773588541,0.7550809604725521,0.3251668745882301,0.2438586396783906,0.7558646801948146,0.12926641714721288,0.4663595922445414,0.522595464788893,0.36421356829693785,0.45018647929260625
86,0.07122825053258364,0.5995508020630663,0.9168494768340408,0.0743502191257478,0.9535275808982401,0.6801246334542959,0.3380897555505967,0.3003400386656744,0.7418597754160243,0.8973196838828947
87,0.4493569681555133,0.267896474529165,0.6191604032175707,0.6682277220506299,0.36329471939236824,0.12088853403092892,0.8743847581188383,0.6534635664087324,0.7383596217790861,0.3643498651321412
88,0.25014161694463866,0.3156899972455519,0.33903189933641464,0.35946715112741456,0.43347711664810007,0.685743268668573,0.7927497339971061,0.7477674597215812,0.6281853377380091,0.8465103624855475
89,0.3114820995043922,0.38071866576549385,0.5384355364421886,0.04381422097441712,0.07276337345258521,0.58927167272864,0.5869293936925067,0.8262697638547845,0.20420689607563902,0.028405620716153157
90,0.09458265242396646,0.9409014496172973,0.10590901007777331,0.6124651780661621,0.9752796790223759,0.8331829044998376,0.2772550656053171,0.3659165340850472,0.753102876208557,0.9051374082650893
91,0.11427016685064839,0.5787511422255577,0.24536942444680165,0.2397477074791684,0.8804008923160923,0.15396906032164503,0.23509600790857377,0.3879732667903739,0.37445920915105957,0.40455452630114286
92,0.7332054656879635,0.7224922403312299,0.16124638751344356,0.9851504568007294,0.41989429641150633,0.49874077677318196,0.19063565212301004,0.5257336596495312,0.87862024586858,0.7904067716936998
93,0.9604848445924271,0.877127801336265,0.16957729276247002,0.49553054978634925,0.1908413802460689,0.06578912338469933,0.03577538138017122,0.31663177161743694,0.2125566626842773,0.07002099733180045
94,0.19623879699958946,0.1851225601248898,0.4792143297813535,0.6196123893621339,0.3835639115509921,0.7292818696133256,0.8302227665356693,0.7040348975667169,0.19051622401658863,0.7132718024950266
95,0.6152179177655559,0.30600190626145085,0.23316983079405518,0.11508009356621096,0.9985056737850164,0.5503560130273681,0.012862462202205882,0.9208167864859441,0.09785109522877944,0.5843430835368344
96,0.7936408489369634,0.6227571430644933,0.802843116934991,0.3857947914392704,0.5066221472768654,0.27664810348507485,0.13376199754239937,0.6963090507663389,0.06532674402255989,0.4077568429739985
97,0.477677418197999,0.3446600357733459,0.4414602121309209,0.21101915069022137,0.009199349268205759,0.7554531583471155,0.5863340838899866,0.1411683315919624,0.2933237151819227,0.7607001941518419
98,0.15407635416885201,0.24643026200556417,0.42088805411538954,0.4380241973597472,0.6787770594346019,0.4775544089674224,0.13343394836612055,0.6644194297119579,0.2556937577488654,0.579681478884907
99,0.36684773235047385,0.9574209931897188,0.3904622161171042,0.615028567132738,0.7038050168046956,0.16702306571570547,0.2604044507848421,0.055847196686669154,0.7173466145709239,0.9302838209483965
